step,train_loss,val_loss
97000,1.3230440616607666,
98000,1.2997920513153076,
99000,1.28726327419281,
100000,1.3107717037200928,
101000,1.1313765048980713,
102000,1.3560723066329956,
103000,1.3043735027313232,
104000,1.2628726959228516,
105000,1.1966315507888794,
106000,1.1853618621826172,
107000,1.1138582229614258,
108000,1.3095728158950806,
109000,1.2433158159255981,
110000,1.2029145956039429,
111000,1.2170836925506592,
112000,1.2781389951705933,
113000,1.1895958185195923,
114000,1.3520668745040894,
115000,1.2247174978256226,
116000,1.2530614137649536,
117000,1.254569172859192,
118000,1.2134886980056763,
119000,1.1709824800491333,
120000,1.2646424770355225,
121000,1.3607648611068726,
122000,1.3476710319519043,
123000,1.3587039709091187,
124000,1.347779631614685,
125000,1.1628077030181885,
126000,1.253221035003662,
127000,1.0724503993988037,
128000,1.3687583208084106,
129000,1.1970229148864746,
130000,1.3604216575622559,
131000,1.1663167476654053,
132000,1.355564832687378,
133000,1.3443405628204346,
134000,1.10389244556427,
135000,1.2447150945663452,
136000,1.3040722608566284,
137000,1.2066808938980103,
138000,1.2826558351516724,
139000,1.3441896438598633,
140000,1.3782081604003906,
141000,1.1294907331466675,
142000,1.091491460800171,
143000,1.1839536428451538,
144000,1.229329228401184,
145000,1.3067394495010376,
146000,1.3500490188598633,
147000,1.3518636226654053,
148000,1.3738764524459839,
149000,1.2471437454223633,
150000,1.2265055179595947,
151000,1.350462794303894,
152000,1.142337679862976,
153000,1.2406505346298218,
154000,1.1498116254806519,
155000,1.2975164651870728,
156000,1.147817611694336,
157000,1.0461575984954834,
158000,1.3539124727249146,
159000,1.3504021167755127,
160000,1.0378906726837158,
161000,1.204286813735962,
162000,1.1662797927856445,
163000,1.116168737411499,
164000,0.9515997767448425,
165000,1.2773382663726807,
166000,1.1036394834518433,
167000,1.3549762964248657,
168000,1.3149383068084717,
169000,1.3348259925842285,
170000,1.1245146989822388,
171000,1.2779444456100464,
172000,1.2079026699066162,
173000,1.2275164127349854,
174000,1.153527855873108,
175000,1.4136486053466797,
176000,1.3675607442855835,
177000,1.2332943677902222,
178000,0.9157729744911194,
179000,1.2724151611328125,
180000,1.2495605945587158,
181000,1.152816891670227,
182000,1.1320329904556274,
183000,1.0272749662399292,
184000,1.293182611465454,
185000,1.2900164127349854,
186000,1.3541778326034546,
187000,1.143846035003662,
188000,1.2279678583145142,
189000,1.0711398124694824,
190000,1.2920200824737549,
191000,1.2540546655654907,
192000,1.1661540269851685,
193000,1.225383996963501,
194000,1.1226431131362915,
195000,0.8425531387329102,
196000,1.3107717037200928,
197000,1.2976603507995605,
198000,0.6917548179626465,
199000,1.2674883604049683,
200000,1.2147198915481567,
201000,1.2316341400146484,
202000,1.2212097644805908,
203000,1.1509417295455933,
204000,0.9289589524269104,
205000,1.3714120388031006,
206000,0.45360904932022095,
207000,1.0420191287994385,
208000,1.0566425323486328,
209000,1.322092890739441,
210000,0.6308900713920593,
211000,1.0957398414611816,
212000,1.3645150661468506,
213000,1.3175214529037476,
214000,1.2678747177124023,
215000,0.8041530251502991,
216000,1.2993602752685547,
217000,1.2727487087249756,
218000,1.2894246578216553,
219000,1.2933951616287231,
220000,1.3419253826141357,
221000,1.0559903383255005,
222000,0.8507748246192932,
223000,1.3497501611709595,
224000,1.2994332313537598,
225000,1.3677817583084106,
226000,1.1429877281188965,
227000,1.1441539525985718,
228000,1.1827813386917114,
229000,0.6225367188453674,
230000,1.3100277185440063,
231000,1.2601515054702759,
232000,1.3280236721038818,
233000,1.0732052326202393,
234000,1.3571710586547852,
235000,0.5376525521278381,
236000,1.3744995594024658,
237000,0.5609035491943359,
238000,1.3390510082244873,
239000,1.3359259366989136,
240000,0.6349961757659912,
241000,1.3491710424423218,
242000,1.113418459892273,
243000,0.8215280771255493,
244000,1.029852032661438,
245000,1.1806530952453613,
246000,1.3623098134994507,
247000,0.35602325201034546,
248000,0.750980794429779,
249000,1.1048663854599,
250000,1.15526282787323,
250000,1.15526282787323,1.0450549560785294
251000,1.2011688947677612,
252000,1.345963478088379,
253000,0.8775680065155029,
254000,1.3199697732925415,
255000,1.056908369064331,
256000,1.3516331911087036,
257000,1.3725143671035767,
258000,1.139615535736084,
259000,1.3258683681488037,
260000,1.2510777711868286,
261000,1.2521387338638306,
262000,1.3591097593307495,
263000,1.247482180595398,
264000,1.3688690662384033,
265000,1.3338494300842285,
266000,1.3338695764541626,
267000,1.353702425956726,
268000,0.8398424386978149,
269000,1.20650053024292,
270000,1.2116941213607788,
271000,1.072550892829895,
272000,1.339770793914795,
273000,0.4838418960571289,
274000,1.3657114505767822,
275000,0.6301443576812744,
276000,0.7765648365020752,
277000,1.081864595413208,
278000,0.97705078125,
279000,0.7967965006828308,
280000,1.1869696378707886,
281000,1.318094253540039,
282000,1.0189231634140015,
283000,1.236363172531128,
284000,1.347527027130127,
285000,1.2076150178909302,
286000,0.44153350591659546,
287000,1.2697398662567139,
288000,1.3267691135406494,
289000,1.129397988319397,
290000,0.7840121388435364,
291000,0.9337549209594727,
292000,0.5267759561538696,
293000,1.0090484619140625,
294000,1.3379789590835571,
295000,1.166390299797058,
296000,1.190639615058899,
297000,1.2872415781021118,
298000,0.9459946751594543,
299000,1.1294021606445312,
300000,1.3765772581100464,
301000,0.6078038811683655,
302000,0.46275094151496887,
303000,1.359209418296814,
304000,1.0119054317474365,
305000,0.6162251234054565,
306000,1.3015943765640259,
307000,1.127747654914856,
308000,1.0045362710952759,
309000,1.2994526624679565,
310000,1.3326681852340698,
311000,0.9393112659454346,
312000,1.2263729572296143,
313000,1.1493759155273438,
314000,1.2055994272232056,
315000,0.6088780164718628,
316000,0.94288170337677,
317000,0.6544347405433655,
318000,1.2906354665756226,
319000,0.8167500495910645,
320000,1.2142378091812134,
321000,1.0620543956756592,
322000,0.464172899723053,
323000,0.8714240193367004,
324000,1.3026577234268188,
325000,1.265488624572754,
326000,1.3525290489196777,
327000,0.33856502175331116,
328000,1.239382028579712,
329000,0.7281591892242432,
330000,1.3689565658569336,
331000,0.593082070350647,
332000,1.1134910583496094,
333000,0.9868887066841125,
334000,0.4437895119190216,
335000,1.3592500686645508,
336000,1.2458994388580322,
337000,1.2566235065460205,
338000,1.1182619333267212,
339000,1.2804325819015503,
340000,1.2845767736434937,
341000,0.6640418767929077,
342000,1.213891863822937,
343000,1.256504774093628,
344000,1.2315818071365356,
345000,0.7300028800964355,
346000,1.122366189956665,
347000,1.1840674877166748,
348000,1.196134090423584,
349000,0.9974237680435181,
350000,0.36451610922813416,
351000,0.5071637034416199,
352000,0.6909641623497009,
353000,1.3690394163131714,
354000,0.504813551902771,
355000,1.3542732000350952,
356000,0.42350614070892334,
357000,1.361752986907959,
358000,1.3613026142120361,
359000,1.2234536409378052,
360000,1.2939057350158691,
361000,0.8532562255859375,
362000,1.0619078874588013,
363000,0.44071683287620544,
364000,1.1813206672668457,
365000,0.27017876505851746,
366000,1.1742204427719116,
367000,1.2724016904830933,
368000,1.3597630262374878,
369000,1.3488895893096924,
370000,0.3455977737903595,
371000,0.9539586901664734,
372000,1.230068325996399,
373000,1.1706204414367676,
374000,1.1398662328720093,
375000,1.383971929550171,
376000,1.2790437936782837,
377000,0.9914437532424927,
378000,0.44971174001693726,
379000,0.9237310886383057,
380000,1.3582650423049927,
381000,1.3904247283935547,
382000,0.34718775749206543,
383000,1.382426381111145,
384000,0.9406886100769043,
385000,1.1503030061721802,
386000,1.1086273193359375,
387000,0.301403671503067,
388000,1.3579844236373901,
389000,1.1883412599563599,
390000,1.366590142250061,
391000,1.3677746057510376,
392000,1.1256983280181885,
393000,1.2734975814819336,
394000,1.1363896131515503,
395000,0.7971439361572266,
396000,1.3217246532440186,
397000,0.6338112354278564,
398000,1.1413147449493408,
399000,1.345824956893921,
400000,1.3802028894424438,
401000,1.0750840902328491,
402000,1.1533420085906982,
403000,0.5163049101829529,
404000,0.7416079640388489,
405000,1.3359298706054688,
406000,1.2332764863967896,
407000,1.355829119682312,
408000,1.361569881439209,
409000,0.7971513271331787,
410000,1.1671011447906494,
411000,0.2845620810985565,
412000,0.8433329463005066,
413000,1.1849771738052368,
414000,1.3589986562728882,
415000,1.176916241645813,
416000,0.840936541557312,
417000,1.1313085556030273,
418000,0.4737434387207031,
419000,0.9778817892074585,
420000,0.35542282462120056,
421000,1.1969560384750366,
422000,1.3429629802703857,
423000,1.1456093788146973,
424000,1.2955378293991089,
425000,1.158345103263855,
426000,1.0636591911315918,
427000,0.3192868232727051,
428000,1.3565391302108765,
429000,1.1321961879730225,
430000,1.1626719236373901,
431000,1.0326786041259766,
432000,0.8414592146873474,
433000,1.10330069065094,
434000,1.2482620477676392,
435000,0.7052943706512451,
436000,1.1487854719161987,
437000,1.197500467300415,
438000,0.7155468463897705,
439000,0.8870190382003784,
440000,1.1140928268432617,
441000,0.4334542453289032,
442000,1.3457947969436646,
443000,1.2660765647888184,
444000,1.0090316534042358,
445000,0.6433320641517639,
446000,1.302764892578125,
447000,1.3577518463134766,
448000,1.3455705642700195,
449000,1.3435211181640625,
450000,1.1969395875930786,
451000,1.2142527103424072,
452000,1.0316952466964722,
453000,0.43819954991340637,
454000,0.5288947224617004,
455000,0.45167362689971924,
456000,0.33490118384361267,
457000,1.018210768699646,
458000,1.2904670238494873,
459000,1.3737164735794067,
460000,0.3160833418369293,
461000,1.347489356994629,
462000,1.3539694547653198,
463000,1.3384968042373657,
464000,1.3513033390045166,
465000,0.6649128198623657,
466000,0.6213207840919495,
467000,1.3618669509887695,
468000,0.4271215796470642,
469000,1.0942747592926025,
470000,1.367097020149231,
471000,1.0177733898162842,
472000,1.3616582155227661,
473000,0.5101868510246277,
474000,1.1535570621490479,
475000,1.0268707275390625,
476000,0.9775335788726807,
477000,0.7812684178352356,
478000,1.334302544593811,
479000,0.43065670132637024,
480000,0.6218472719192505,
481000,1.3641606569290161,
482000,1.311339259147644,
483000,1.295575737953186,
484000,1.219363808631897,
485000,0.3689168393611908,
486000,1.0455727577209473,
487000,1.1717087030410767,
488000,1.0733894109725952,
489000,1.022828221321106,
490000,0.36737319827079773,
491000,1.2037497758865356,
492000,1.3558565378189087,
493000,1.3389545679092407,
494000,1.3656474351882935,
495000,0.675112783908844,
496000,1.3072001934051514,
497000,0.4318598508834839,
498000,0.5383005142211914,
499000,1.014757752418518,
500000,1.3722790479660034,
500000,1.3722790479660034,0.9801492962241173
501000,1.2252898216247559,
502000,1.1522709131240845,
503000,1.3712890148162842,
504000,0.26543742418289185,
505000,1.1549023389816284,
506000,1.0983760356903076,
507000,1.1636989116668701,
508000,1.2546188831329346,
509000,1.1528732776641846,
510000,1.2431163787841797,
511000,1.1939071416854858,
512000,1.1322262287139893,
513000,0.36638331413269043,
514000,1.2116217613220215,
515000,1.1967209577560425,
516000,0.21271014213562012,
517000,1.3519829511642456,
518000,0.47465139627456665,
519000,1.210845708847046,
520000,0.3877430558204651,
521000,0.7175414562225342,
522000,0.5501482486724854,
523000,1.3517225980758667,
524000,0.8797155022621155,
525000,1.317466378211975,
526000,0.658442497253418,
527000,1.256706953048706,
528000,1.187230110168457,
529000,1.1676298379898071,
530000,0.6138471961021423,
531000,1.143789529800415,
532000,1.3654546737670898,
533000,0.9637572169303894,
534000,1.1012226343154907,
535000,1.3428372144699097,
536000,0.49193835258483887,
537000,1.0822815895080566,
538000,1.3657697439193726,
539000,0.4040605127811432,
540000,0.9927749633789062,
541000,0.7228264212608337,
542000,0.42870408296585083,
543000,1.3721455335617065,
544000,0.844215989112854,
545000,0.6548203825950623,
546000,1.2070978879928589,
547000,0.9414718747138977,
548000,0.46923768520355225,
549000,0.6234297752380371,
550000,1.3474876880645752,
551000,1.1546343564987183,
552000,0.48270127177238464,
553000,0.9835593104362488,
554000,1.24678373336792,
555000,1.2651844024658203,
556000,0.7596169710159302,
557000,0.6323354244232178,
558000,1.2205804586410522,
559000,0.9318023324012756,
560000,0.942250669002533,
561000,1.3268578052520752,
562000,1.2574750185012817,
563000,1.1038347482681274,
564000,1.3658443689346313,
565000,1.3110018968582153,
566000,1.249054193496704,
567000,1.240308403968811,
568000,1.1848503351211548,
569000,0.8540835976600647,
570000,0.6717444062232971,
571000,1.2126548290252686,
572000,1.3745936155319214,
573000,0.43349090218544006,
574000,1.1714798212051392,
575000,1.3288177251815796,
576000,1.2581963539123535,
577000,0.37900593876838684,
578000,1.3590589761734009,
579000,0.6715921759605408,
580000,0.32662057876586914,
581000,1.188177466392517,
582000,1.1418284177780151,
583000,1.1767919063568115,
584000,1.364254355430603,
585000,0.20672166347503662,
586000,0.8137911558151245,
587000,0.6366944313049316,
588000,0.9649791717529297,
589000,1.3513221740722656,
590000,0.6785020232200623,
591000,1.2306647300720215,
592000,1.1089940071105957,
593000,0.9978769421577454,
594000,1.0372450351715088,
595000,1.3542412519454956,
596000,1.1101337671279907,
597000,1.1438957452774048,
598000,0.4433000683784485,
599000,0.49874117970466614,
600000,1.1827031373977661,
601000,1.1761157512664795,
602000,0.8423070907592773,
603000,0.627751886844635,
604000,1.2368714809417725,
605000,1.2232877016067505,
606000,1.2619472742080688,
607000,1.0574527978897095,
608000,0.33160635828971863,
609000,1.3545745611190796,
610000,0.9180380702018738,
611000,1.3693969249725342,
612000,1.340867519378662,
613000,0.9396896958351135,
614000,1.3461875915527344,
615000,0.3839932978153229,
616000,0.8315775990486145,
617000,1.2637782096862793,
618000,0.8854172825813293,
619000,1.360915184020996,
620000,1.1959046125411987,
621000,0.7759506106376648,
622000,1.1765697002410889,
623000,1.2764852046966553,
624000,1.102975845336914,
625000,1.1145238876342773,
626000,1.3254568576812744,
627000,1.3767876625061035,
628000,1.3434263467788696,
629000,0.7650663256645203,
630000,1.1717725992202759,
631000,1.3282731771469116,
632000,0.6714581847190857,
633000,1.2295496463775635,
634000,0.3494195342063904,
635000,0.29425734281539917,
636000,0.9664660692214966,
637000,1.3579208850860596,
638000,1.1874604225158691,
639000,1.1616947650909424,
640000,1.357580304145813,
641000,1.2943381071090698,
642000,0.34019896388053894,
643000,1.357858657836914,
644000,0.22894056141376495,
645000,0.8723918199539185,
646000,1.055648922920227,
647000,0.3352479636669159,
648000,1.2936432361602783,
649000,0.3644631803035736,
650000,1.3684337139129639,
651000,0.8040356040000916,
652000,0.31087061762809753,
653000,1.3411104679107666,
654000,1.2270020246505737,
655000,1.214633822441101,
656000,1.2658541202545166,
657000,1.1732298135757446,
658000,1.0753229856491089,
659000,0.45454803109169006,
660000,1.3399232625961304,
661000,1.0260778665542603,
662000,0.9041621685028076,
663000,1.2569127082824707,
664000,1.3423962593078613,
665000,1.335693120956421,
666000,0.40048298239707947,
667000,0.7074446082115173,
668000,1.1840250492095947,
669000,0.45117467641830444,
670000,1.215910792350769,
671000,1.329567551612854,
672000,0.7857497930526733,
673000,1.0783796310424805,
674000,0.9656845331192017,
675000,1.1504937410354614,
676000,1.3510808944702148,
677000,1.0568418502807617,
678000,0.6150209307670593,
679000,1.367045521736145,
680000,0.940107524394989,
681000,0.7562261819839478,
682000,0.8481206893920898,
683000,1.3086153268814087,
684000,1.2183325290679932,
685000,0.45236608386039734,
686000,1.3071622848510742,
687000,1.3580690622329712,
688000,1.3735328912734985,
689000,1.15382719039917,
690000,1.3707711696624756,
691000,0.423939049243927,
692000,0.32188525795936584,
693000,1.360315203666687,
694000,0.36716851592063904,
695000,1.3543621301651,
696000,0.45094820857048035,
697000,0.8020811080932617,
698000,0.4373457133769989,
699000,1.3547258377075195,
700000,0.23384793102741241,
701000,1.0730217695236206,
702000,1.1055608987808228,
703000,1.1135863065719604,
704000,0.9414089322090149,
705000,0.495318204164505,
706000,1.2551919221878052,
707000,1.2598142623901367,
708000,0.4913135766983032,
709000,0.40263816714286804,
710000,1.2439429759979248,
711000,0.4968303442001343,
712000,0.8377550840377808,
713000,1.3230587244033813,
714000,0.612837553024292,
715000,0.3848167061805725,
716000,1.203041434288025,
717000,1.1346937417984009,
718000,1.254273772239685,
719000,1.2675888538360596,
720000,1.1591436862945557,
721000,1.1732300519943237,
722000,1.320590615272522,
723000,0.8387266397476196,
724000,1.1159006357192993,
725000,1.3347798585891724,
726000,1.3697459697723389,
727000,1.130233645439148,
728000,0.21899625658988953,
729000,0.7377538084983826,
730000,1.3870433568954468,
731000,1.2922734022140503,
732000,1.226705551147461,
733000,0.8192629814147949,
734000,1.3242669105529785,
735000,1.379004955291748,
736000,1.1256614923477173,
737000,1.3271849155426025,
738000,1.1694865226745605,
739000,1.1462562084197998,
740000,1.3747503757476807,
741000,0.5315685868263245,
742000,0.5468732118606567,
743000,1.0950952768325806,
744000,0.6046536564826965,
745000,0.4882494807243347,
746000,0.9319815039634705,
747000,0.986110270023346,
748000,1.362674593925476,
749000,1.1328271627426147,
750000,1.135756492614746,
750000,1.135756492614746,0.9370616394281387
751000,0.70169597864151,
752000,1.1079013347625732,
753000,0.3474982678890228,
754000,1.1641029119491577,
755000,0.23726193606853485,
756000,1.180368185043335,
757000,0.7474523782730103,
758000,0.4693537652492523,
759000,1.093306064605713,
760000,1.3446063995361328,
761000,1.3595705032348633,
762000,0.19241900742053986,
763000,0.3342990577220917,
764000,0.33641064167022705,
765000,1.3502436876296997,
766000,0.912924587726593,
767000,1.2469087839126587,
768000,0.7778581380844116,
769000,0.8585180044174194,
770000,0.8145996332168579,
771000,0.3167560398578644,
772000,0.3274272680282593,
773000,1.2185595035552979,
774000,0.5748454332351685,
775000,0.8252846002578735,
776000,1.35442316532135,
777000,0.356880247592926,
778000,1.2740381956100464,
779000,0.9751515984535217,
780000,1.2359052896499634,
781000,0.24047957360744476,
782000,1.3572964668273926,
783000,1.2779260873794556,
784000,0.8429401516914368,
785000,1.298553466796875,
786000,1.1781171560287476,
787000,0.5679325461387634,
788000,0.8192569613456726,
789000,1.3488483428955078,
790000,1.042954921722412,
791000,0.6627055406570435,
792000,1.2003215551376343,
793000,1.3402140140533447,
794000,1.2452422380447388,
795000,0.8732790946960449,
796000,1.1375292539596558,
797000,1.1010234355926514,
798000,0.6980655789375305,
799000,0.5390596389770508,
800000,1.375977873802185,
801000,1.0955630540847778,
802000,0.9737939238548279,
803000,1.341934084892273,
804000,0.2546960115432739,
805000,1.2528523206710815,
806000,1.2362816333770752,
807000,0.9597960710525513,
808000,1.375144124031067,
809000,0.8032323122024536,
810000,1.146540641784668,
811000,1.1946966648101807,
812000,0.9557362794876099,
813000,0.7936851382255554,
814000,0.2719193398952484,
815000,1.203222393989563,
816000,1.3632959127426147,
817000,0.8838889002799988,
818000,1.265580654144287,
819000,0.9896031618118286,
820000,0.5477662682533264,
821000,1.2672512531280518,
822000,1.211132526397705,
823000,1.3562487363815308,
824000,1.1959772109985352,
825000,1.2560240030288696,
826000,0.5347646474838257,
827000,1.1049277782440186,
828000,1.3662290573120117,
829000,1.3524564504623413,
830000,0.7942652106285095,
831000,0.694629967212677,
832000,1.252266764640808,
833000,0.8462976217269897,
834000,1.1655610799789429,
835000,1.0830669403076172,
836000,1.3733718395233154,
837000,1.2309613227844238,
838000,0.2472618669271469,
839000,0.6691095232963562,
840000,1.3532171249389648,
841000,0.6968336701393127,
842000,0.5536113381385803,
843000,1.3350460529327393,
844000,1.1798111200332642,
845000,0.98238605260849,
846000,0.6133144497871399,
847000,1.203341007232666,
848000,0.9254540801048279,
849000,1.2734801769256592,
850000,1.3371045589447021,
851000,1.254271388053894,
852000,0.7334350347518921,
853000,1.3130706548690796,
854000,1.0444121360778809,
855000,1.2525564432144165,
856000,0.691720187664032,
857000,1.292138934135437,
858000,1.191733479499817,
859000,0.8683778047561646,
860000,1.3569036722183228,
861000,0.850281298160553,
862000,0.429143488407135,
863000,0.4632817804813385,
864000,1.3529903888702393,
865000,1.2905137538909912,
866000,0.8080837726593018,
867000,1.0782328844070435,
868000,1.303781270980835,
869000,1.3209739923477173,
870000,1.366033911705017,
871000,1.3312853574752808,
872000,1.1573268175125122,
873000,0.9432808756828308,
874000,0.1709110289812088,
875000,0.9276710152626038,
876000,1.363871693611145,
877000,0.3854297399520874,
878000,1.3615540266036987,
879000,0.7620295286178589,
880000,0.26741528511047363,
881000,1.3558481931686401,
882000,1.3553520441055298,
883000,0.610433042049408,
884000,0.5032284259796143,
885000,1.2567667961120605,
886000,1.3486859798431396,
887000,0.765570342540741,
888000,0.8381840586662292,
889000,1.2882628440856934,
890000,1.1890126466751099,
891000,1.3673725128173828,
892000,0.4434526264667511,
893000,1.230662226676941,
894000,0.9878771901130676,
895000,0.22259889543056488,
896000,1.3117399215698242,
897000,1.2865186929702759,
898000,1.3066054582595825,
899000,1.2408486604690552,
900000,0.48480814695358276,
901000,1.2664222717285156,
902000,0.6266555190086365,
903000,1.1203501224517822,
904000,0.742926836013794,
905000,1.3549591302871704,
906000,1.1140769720077515,
907000,1.2644562721252441,
908000,0.9295831322669983,
909000,1.3775992393493652,
910000,0.24737702310085297,
911000,0.6343161463737488,
912000,1.1654092073440552,
913000,1.0509822368621826,
914000,0.28979775309562683,
915000,1.3718512058258057,
916000,1.3105206489562988,
917000,1.2197558879852295,
918000,0.35484832525253296,
919000,1.099726915359497,
920000,0.7956775426864624,
921000,1.3111597299575806,
922000,0.1772657036781311,
923000,0.6044582724571228,
924000,1.2235685586929321,
925000,0.7555822730064392,
926000,0.6844954490661621,
927000,1.2734845876693726,
928000,1.2156375646591187,
929000,0.7420520782470703,
930000,0.41344761848449707,
931000,0.2770591676235199,
932000,1.2959541082382202,
933000,1.3645673990249634,
934000,1.3300893306732178,
935000,1.2801109552383423,
936000,0.7834436893463135,
937000,1.1687588691711426,
938000,1.1870909929275513,
939000,0.9922521710395813,
940000,1.3579273223876953,
941000,1.2009427547454834,
942000,1.275901436805725,
943000,1.3351922035217285,
944000,0.655267059803009,
945000,1.3657562732696533,
946000,0.6408414244651794,
947000,0.8894910216331482,
948000,0.4244924783706665,
949000,0.6742194890975952,
950000,0.8437805771827698,
951000,1.0534558296203613,
952000,1.365381121635437,
953000,1.0653542280197144,
954000,1.3456681966781616,
955000,1.0263983011245728,
956000,1.343460202217102,
957000,0.41197773814201355,
958000,0.6734241843223572,
959000,1.1462819576263428,
960000,1.0378258228302002,
961000,1.276545524597168,
962000,0.8258936405181885,
963000,1.3405442237854004,
964000,1.3142852783203125,
965000,1.1548815965652466,
966000,0.9175029993057251,
967000,0.4186219871044159,
968000,1.322541356086731,
969000,0.3277464807033539,
970000,1.3620773553848267,
971000,1.1786240339279175,
972000,1.3742961883544922,
973000,0.9554445743560791,
974000,1.2242916822433472,
975000,0.6875314116477966,
976000,0.7461591958999634,
977000,0.6595894694328308,
978000,1.3543533086776733,
979000,1.1871578693389893,
980000,1.3565614223480225,
981000,0.8604661226272583,
982000,1.1436454057693481,
983000,0.7882826924324036,
984000,0.19152233004570007,
985000,1.3711808919906616,
986000,0.4331040382385254,
987000,1.0176533460617065,
988000,1.129309058189392,
989000,0.5804596543312073,
990000,1.3731052875518799,
991000,0.5999489426612854,
992000,1.3583693504333496,
993000,0.7307299375534058,
994000,1.3586199283599854,
995000,1.0427379608154297,
996000,1.2568782567977905,
997000,0.9370306134223938,
998000,0.565758466720581,
999000,0.6623382568359375,
1000000,0.7840837836265564,
1000000,0.7840837836265564,0.938632326722145
1001000,0.6815414428710938,
1002000,1.3601845502853394,
1003000,1.3457883596420288,
1004000,1.0057837963104248,
1005000,1.2346948385238647,
1006000,1.2149907350540161,
1007000,1.2888104915618896,
1008000,1.2595536708831787,
1009000,1.3739303350448608,
1010000,1.355111002922058,
1011000,0.8223820924758911,
1012000,0.46002650260925293,
1013000,1.332352876663208,
1014000,1.32987380027771,
1015000,0.6241658926010132,
1016000,0.8953771591186523,
1017000,0.7461588978767395,
1018000,0.5103603601455688,
1019000,1.0907248258590698,
1020000,1.3102965354919434,
1021000,1.3515006303787231,
1022000,0.8809799551963806,
1023000,0.5891308188438416,
1024000,0.21113631129264832,
1025000,0.8399564027786255,
1026000,1.223333477973938,
1027000,1.2020779848098755,
1028000,0.8253791332244873,
1029000,0.5628044009208679,
1030000,0.2072572559118271,
1031000,0.6267445683479309,
1032000,0.2914646565914154,
1033000,1.356271743774414,
1034000,1.299804925918579,
1035000,0.9665387272834778,
1036000,1.2592756748199463,
1037000,1.2386447191238403,
1038000,0.5429098010063171,
1039000,0.23030586540699005,
1040000,1.234277367591858,
1041000,1.1962116956710815,
1042000,0.9561487436294556,
1043000,1.2065759897232056,
1044000,1.1062545776367188,
1045000,1.3611630201339722,
1046000,0.6726823449134827,
1047000,1.146478295326233,
1048000,0.8358438014984131,
1049000,0.4671383798122406,
1050000,0.7752055525779724,
1051000,1.2974424362182617,
1052000,1.2264188528060913,
1053000,0.7247532606124878,
1054000,1.120803952217102,
1055000,0.34070703387260437,
1056000,1.25125253200531,
1057000,0.8109466433525085,
1058000,1.2807857990264893,
1059000,1.3502551317214966,
1060000,0.8662845492362976,
1061000,1.1502918004989624,
1062000,1.3514697551727295,
1063000,0.7844838500022888,
1064000,0.31608840823173523,
1065000,1.3558398485183716,
1066000,1.341201901435852,
1067000,1.2493597269058228,
1068000,0.9891875386238098,
1069000,0.4863235652446747,
1070000,1.044337272644043,
1071000,0.8795586228370667,
1072000,0.6895598769187927,
1073000,1.1848015785217285,
1074000,0.45889681577682495,
1075000,1.264254093170166,
1076000,1.3138176202774048,
1077000,0.4121341407299042,
